idcompra,idcanalvenda,bandeira,Data,Preço,Preço_com_frete,Nome_Departamento,estado,cliente_Log,idade,renda,Faixa de Preço,Faixa de Idade,Faixa de Renda,Mes,Dia_da_Semana,Nome_Estado
285910,Mobile,A,2023-03-08,107.92,109.51199999999999,Bebes,SP,966,63,6785,até 500,50 a 79,4.000 a 9.999,MAR,Quarta-feira,São Paulo
45840,Internet,A,2023-01-26,151.2,159.12,Audio,RJ,23119,33,13562,até 500,20 a 34,10.000 a 14.999,JAN,Quinta-feira,Rio de Janeiro
329880,Aplicativo,B,2023-02-18,906.5891285439033,3999.2,Telefones_e_Celulares,MS,4139,39,10656,500 a 1.499,35 a 49,10.000 a 14.999,FEB,Sábado,Mato Grosso do Sul
385475,Mobile,A,2023-04-18,55.92,65.632,Brinquedos,BA,22049,64,13887,até 500,50 a 79,10.000 a 14.999,APR,Terça-feira,Bahia
196030,Aplicativo,B,2023-02-24,23.919999999999998,33.44,Utilidades_Domesticas,RJ,22606,89,10180,até 500,80 ou mais,10.000 a 14.999,FEB,Sexta-feira,Rio de Janeiro
258905,Aplicativo,A,2023-02-22,71.92,79.912,Eletroportateis,SP,23175,50,9010,até 500,50 a 79,4.000 a 9.999,FEB,Quarta-feira,São Paulo
355720,Internet,B,2023-03-23,1159.2,1167.1200000000001,Eletrodomesticos,RJ,3866,26,12366,500 a 1.499,20 a 34,10.000 a 14.999,MAR,Quinta-feira,Rio de Janeiro
420645,Internet,A,2023-02-23,303.91999999999996,330.24,Automotivo,SP,27887,82,11855,até 500,80 ou mais,10.000 a 14.999,FEB,Quinta-feira,São Paulo
436880,Mobile,B,2023-03-18,79.92,85.92,Eletroportateis,BA,21414,21,13102,até 500,20 a 34,10.000 a 14.999,MAR,Sábado,Bahia
475910,Internet,B,2023-02-03,1799.2,1831.1200000000001,Esporte_e_Lazer,MT,3196,47,1924,1.500 a 2.999,35 a 49,até 2000,FEB,Sexta-feira,Mato Grosso
11725,Aplicativo,A,2023-03-06,107.92,109.51199999999999,Bebes,DF,18335,56,5763,até 500,50 a 79,4.000 a 9.999,MAR,Segunda-feira,Distrito Federal
126795,Internet,B,2023-03-01,87.92,98.24,Utilidades_Domesticas,MG,10202,67,3109,até 500,50 a 79,2.000 a 3.999,MAR,Quarta-feira,Minas Gerais
153065,Mobile,B,2023-04-19,79.92,90.24,Utilidades_Domesticas,DF,27666,46,7124,até 500,35 a 49,4.000 a 9.999,APR,Quarta-feira,Distrito Federal
194940,Mobile,B,2023-03-19,335.91999999999996,345.44,Automotivo,SP,2192,53,10111,até 500,50 a 79,10.000 a 14.999,MAR,Domingo,São Paulo
349385,Internet,B,2023-04-04,135.92000000000002,147.93599999999998,Brinquedos,SP,204,64,3946,até 500,50 a 79,2.000 a 3.999,APR,Terça-feira,São Paulo
424300,Aplicativo,A,2023-04-25,879.9200000000001,887.912,Eletroportateis,SP,12379,29,14045,500 a 1.499,20 a 34,10.000 a 14.999,APR,Terça-feira,São Paulo
457965,Aplicativo,B,2023-03-08,263.2,279.12,Eletrodomesticos,RJ,24933,58,10936,até 500,50 a 79,10.000 a 14.999,MAR,Quarta-feira,Rio de Janeiro
483110,Internet,A,2023-03-02,159.92000000000002,167.91199999999998,Eletroportateis,SP,6347,29,9612,até 500,20 a 34,4.000 a 9.999,MAR,Quinta-feira,São Paulo
250560,Mobile,B,2023-01-22,1039.2,1047.1200000000001,Eletrodomesticos,RS,3325,42,2351,500 a 1.499,35 a 49,2.000 a 3.999,JAN,Domingo,Rio Grande do Sul
250710,Mobile,A,2023-04-13,2319.3599999999997,2337.8,Telefones_e_Celulares,SP,14827,18,4108,1.500 a 2.999,até 20,4.000 a 9.999,APR,Quinta-feira,São Paulo
379210,Internet,B,2023-02-11,2559.2,2571.12,Eletrodomesticos,SP,538,34,12808,1.500 a 2.999,20 a 34,10.000 a 14.999,FEB,Sábado,São Paulo
461295,Internet,B,2023-03-28,599.2,607.12,Eletrodomesticos,SP,4377,31,1549,500 a 1.499,20 a 34,até 2000,MAR,Terça-feira,São Paulo
195100,Internet,A,2023-03-07,251.2,259.12,Audio,SP,20215,33,8287,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,São Paulo
225055,Internet,A,2023-02-11,87.92,90.24,Acessorios_e_Inovacoes,RJ,10955,43,12685,até 500,35 a 49,10.000 a 14.999,FEB,Sábado,Rio de Janeiro
434850,Aplicativo,A,2023-01-31,759.2,775.12,Informatica,SP,25405,62,11354,500 a 1.499,50 a 79,10.000 a 14.999,JAN,Terça-feira,São Paulo
455310,Internet,B,2023-02-01,759.2,767.12,Eletrodomesticos,PR,13800,49,3429,500 a 1.499,35 a 49,2.000 a 3.999,FEB,Quarta-feira,Paraná
471600,Aplicativo,A,2023-01-24,98.4,99.98400000000001,Bebes,MG,9761,77,13091,até 500,50 a 79,10.000 a 14.999,JAN,Terça-feira,Minas Gerais
254855,Internet,A,2023-03-04,48.0,52.8,Produtos_de_Limpeza,SE,2557,80,13024,até 500,80 ou mais,10.000 a 14.999,MAR,Sábado,Sergipe
296815,Aplicativo,A,2023-02-19,33.6,36.0,Perfumaria,GO,8998,66,3909,até 500,50 a 79,2.000 a 3.999,FEB,Domingo,Goiás
338585,Mobile,A,2023-03-05,121.6,127.2,Produtos_de_Limpeza,PB,12220,42,8907,até 500,35 a 49,4.000 a 9.999,MAR,Domingo,Paraíba
428470,Mobile,A,2023-02-16,327.91999999999996,331.84000000000003,Acessorios_e_Inovacoes,RS,10910,81,11972,até 500,80 ou mais,10.000 a 14.999,FEB,Quinta-feira,Rio Grande do Sul
80855,Internet,A,2023-04-09,40.56,42.144,Bebes,SC,11484,69,10034,até 500,50 a 79,10.000 a 14.999,APR,Domingo,Santa Catarina
250050,Internet,A,2023-04-13,493.23999999999995,509.16,Eletrodomesticos,RS,13408,57,8596,até 500,50 a 79,4.000 a 9.999,APR,Quinta-feira,Rio Grande do Sul
408210,Internet,B,2023-02-19,135.92000000000002,141.512,Bebes,SP,1520,23,14491,até 500,20 a 34,10.000 a 14.999,FEB,Domingo,São Paulo
419895,Internet,B,2023-03-29,106.32000000000001,109.51199999999999,Bebes,MG,10906,74,12179,até 500,50 a 79,10.000 a 14.999,MAR,Quarta-feira,Minas Gerais
423880,Mobile,B,2023-02-16,1359.2,1399.584,Telefones_e_Celulares,SP,23344,35,4864,500 a 1.499,35 a 49,4.000 a 9.999,FEB,Quinta-feira,São Paulo
475100,Internet,A,2023-03-09,47.92,57.44,Utilidades_Domesticas,RJ,14372,48,7762,até 500,35 a 49,4.000 a 9.999,MAR,Quinta-feira,Rio de Janeiro
202850,Internet,B,2023-03-14,839.8399999999999,863.744,Moveis,BA,20966,20,8474,500 a 1.499,20 a 34,4.000 a 9.999,MAR,Terça-feira,Bahia
292295,Internet,A,2023-01-28,160.56,162.144,Bebes,ES,10348,65,2053,até 500,50 a 79,2.000 a 3.999,JAN,Sábado,Espírito Santo
350400,Mobile,A,2023-04-06,125.35999999999999,134.112,Beleza_e_Saude,PE,19082,61,1553,até 500,50 a 79,até 2000,APR,Quinta-feira,Pernambuco
16365,Aplicativo,B,2023-02-28,151.2,159.192,Moveis,RJ,21647,61,9524,até 500,50 a 79,4.000 a 9.999,FEB,Terça-feira,Rio de Janeiro
70145,Mobile,A,2023-02-06,43.128,47.12,Eletroportateis,RJ,27135,82,2446,até 500,80 ou mais,2.000 a 3.999,FEB,Segunda-feira,Rio de Janeiro
185370,Internet,A,2023-02-19,108.73599999999999,119.056,Utilidades_Domesticas,MG,9487,61,4429,até 500,50 a 79,4.000 a 9.999,FEB,Domingo,Minas Gerais
203785,Mobile,B,2023-04-28,559.2,583.12,Telefones_e_Celulares,RJ,27697,64,14568,500 a 1.499,50 a 79,10.000 a 14.999,APR,Sexta-feira,Rio de Janeiro
236370,Internet,A,2023-04-11,107.92,113.51199999999999,Bebes,MG,24815,83,11259,até 500,80 ou mais,10.000 a 14.999,APR,Terça-feira,Minas Gerais
332565,Mobile,B,2023-04-25,53.279999999999994,56.48,Produtos_de_Limpeza,PB,7889,25,4551,até 500,20 a 34,4.000 a 9.999,APR,Terça-feira,Paraíba
372145,Mobile,A,2023-03-30,151.2,159.12,Audio,CE,24794,31,4293,até 500,20 a 34,4.000 a 9.999,MAR,Quinta-feira,Ceará
397445,Mobile,A,2023-04-13,78.96000000000001,80.54400000000001,Bebes,SP,8685,51,13218,até 500,50 a 79,10.000 a 14.999,APR,Quinta-feira,São Paulo
411730,Mobile,A,2023-02-26,106.32000000000001,111.91199999999999,Bebes,SP,4898,50,6054,até 500,50 a 79,4.000 a 9.999,FEB,Domingo,São Paulo
290115,Mobile,B,2023-04-04,215.92,223.91199999999998,Bebes,SP,2682,37,14862,até 500,35 a 49,10.000 a 14.999,APR,Terça-feira,São Paulo
484175,Mobile,A,2023-01-15,87.92,94.312,Bebes,RJ,12684,84,6631,até 500,80 ou mais,4.000 a 9.999,JAN,Domingo,Rio de Janeiro
119270,Aplicativo,B,2023-01-11,143.92000000000002,151.91199999999998,Eletroportateis,MG,25428,69,14123,até 500,50 a 79,10.000 a 14.999,JAN,Quarta-feira,Minas Gerais
301675,Internet,B,2023-01-26,53.279999999999994,56.48,Produtos_de_Limpeza,RS,5620,29,12610,até 500,20 a 34,10.000 a 14.999,JAN,Quinta-feira,Rio Grande do Sul
320500,Internet,B,2023-03-16,1559.2,1567.1200000000001,Eletrodomesticos,SP,15718,60,14681,1.500 a 2.999,50 a 79,10.000 a 14.999,MAR,Quinta-feira,São Paulo
377415,Internet,A,2023-02-27,99.92,103.112,Bebes,RJ,22311,24,9548,até 500,20 a 34,4.000 a 9.999,FEB,Segunda-feira,Rio de Janeiro
414190,Mobile,A,2023-04-04,47.92,55.839999999999996,Acessorios_e_Inovacoes,SP,12101,52,13266,até 500,50 a 79,10.000 a 14.999,APR,Terça-feira,São Paulo
451110,Internet,A,2023-04-23,69.36,74.256,Bebes,SP,1273,80,4994,até 500,80 ou mais,4.000 a 9.999,APR,Domingo,São Paulo
492465,Internet,A,2023-01-12,137.568,143.07999999999998,Beleza_e_Saude,SP,11512,68,12784,até 500,50 a 79,10.000 a 14.999,JAN,Quinta-feira,São Paulo
238310,Aplicativo,B,2023-04-21,123.92,130.544,Brinquedos,DF,22272,22,6870,até 500,20 a 34,4.000 a 9.999,APR,Sexta-feira,Distrito Federal
436325,Aplicativo,B,2023-02-15,83.92,87.112,Bebes,SP,23470,47,13210,até 500,35 a 49,10.000 a 14.999,FEB,Quarta-feira,São Paulo
451215,Internet,A,2023-02-03,102.96,104.54400000000001,Bebes,CE,25348,45,8994,até 500,35 a 49,4.000 a 9.999,FEB,Sexta-feira,Ceará
132010,Internet,A,2023-02-28,107.92,109.51199999999999,Bebes,SP,22085,34,8676,até 500,20 a 34,4.000 a 9.999,FEB,Terça-feira,São Paulo
404070,Aplicativo,B,2023-04-28,3049.656,3089.576,Eletrodomesticos,SP,1232,30,4942,3.000 a 4.999,20 a 34,4.000 a 9.999,APR,Sexta-feira,São Paulo
481200,Internet,B,2023-03-21,303.24,311.232,Moveis,RJ,973,22,9733,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,Rio de Janeiro
306765,Internet,A,2023-02-15,799.8399999999999,817.28,Automotivo,RJ,16872,86,4532,500 a 1.499,80 ou mais,4.000 a 9.999,FEB,Quarta-feira,Rio de Janeiro
355935,Mobile,A,2023-03-07,99.2,100.8,Bebes,GO,26405,31,7329,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,Goiás
266695,Internet,A,2023-04-29,151.2,159.192,Acessorios_e_Inovacoes,MG,27127,20,2151,até 500,20 a 34,2.000 a 3.999,APR,Sábado,Minas Gerais
370585,Mobile,B,2023-04-10,63.92,72.55199999999999,Ferramentas,GO,7824,75,8089,até 500,50 a 79,4.000 a 9.999,APR,Segunda-feira,Goiás
485840,Mobile,A,2023-03-06,207.92,211.112,Bebes,RJ,16391,76,4060,até 500,50 a 79,4.000 a 9.999,MAR,Segunda-feira,Rio de Janeiro
247335,Internet,B,2023-01-02,234.416,242.336,Acessorios_e_Inovacoes,RJ,25606,23,14195,até 500,20 a 34,10.000 a 14.999,JAN,Segunda-feira,Rio de Janeiro
58335,Aplicativo,B,2023-01-16,432.43999999999994,488.43199999999996,Moveis,SP,23844,43,6300,até 500,35 a 49,4.000 a 9.999,JAN,Segunda-feira,São Paulo
99955,Aplicativo,B,2023-02-18,1919.2,1935.104,Moveis,RS,21734,66,14963,1.500 a 2.999,50 a 79,10.000 a 14.999,FEB,Sábado,Rio Grande do Sul
169980,Mobile,A,2023-03-29,279.91999999999996,287.04,Automotivo,SP,9645,86,6997,até 500,80 ou mais,4.000 a 9.999,MAR,Quarta-feira,São Paulo
248035,Internet,A,2023-04-25,119.2,143.192,Moveis,SP,18546,51,2197,até 500,50 a 79,2.000 a 3.999,APR,Terça-feira,São Paulo
265625,Internet,B,2023-02-23,127.92,143.84,Utilidades_Domesticas,PE,27306,72,11634,até 500,50 a 79,10.000 a 14.999,FEB,Quinta-feira,Pernambuco
382740,Mobile,B,2023-03-10,1599.2,1622.208,Eletrodomesticos,SP,8672,83,9203,1.500 a 2.999,80 ou mais,4.000 a 9.999,MAR,Sexta-feira,São Paulo
433685,Mobile,B,2023-04-03,143.92000000000002,150.31199999999998,Eletroportateis,DF,21077,24,14018,até 500,20 a 34,10.000 a 14.999,APR,Segunda-feira,Distrito Federal
485010,Internet,B,2023-02-14,92.88,100.872,Moveis,RJ,25351,45,2094,até 500,35 a 49,2.000 a 3.999,FEB,Terça-feira,Rio de Janeiro
252255,Internet,A,2023-02-16,1473.136,1513.056,Eletrodomesticos,MG,5219,61,11766,500 a 1.499,50 a 79,10.000 a 14.999,FEB,Quinta-feira,Minas Gerais
256130,Internet,A,2023-02-06,111.67999999999999,114.88,Bebes,RS,2303,56,12003,até 500,50 a 79,10.000 a 14.999,FEB,Segunda-feira,Rio Grande do Sul
271605,Internet,B,2023-04-19,493.23999999999995,532.4399999999999,Moveis,SC,21582,55,8263,até 500,50 a 79,4.000 a 9.999,APR,Quarta-feira,Santa Catarina
294185,Internet,A,2023-04-27,959.2,988.216,Esporte_e_Lazer,SP,19139,33,2651,500 a 1.499,20 a 34,2.000 a 3.999,APR,Quinta-feira,São Paulo
297315,Mobile,B,2023-04-08,279.91999999999996,287.84000000000003,Audio,SP,11872,82,9140,até 500,80 ou mais,4.000 a 9.999,APR,Sábado,São Paulo
319760,Mobile,B,2023-04-19,599.2,607.12,Eletrodomesticos,RJ,12436,40,2811,500 a 1.499,35 a 49,2.000 a 3.999,APR,Quarta-feira,Rio de Janeiro
347395,Aplicativo,B,2023-04-18,47.92,57.44,Utilidades_Domesticas,MG,10863,31,12646,até 500,20 a 34,10.000 a 14.999,APR,Terça-feira,Minas Gerais
175605,Internet,A,2023-04-15,319.91999999999996,342.62399999999997,Ferramentas,SP,3495,47,13092,até 500,35 a 49,10.000 a 14.999,APR,Sábado,São Paulo
344680,Internet,B,2023-03-02,59.2,62.4,Produtos_de_Limpeza,SP,10967,58,3200,até 500,50 a 79,2.000 a 3.999,MAR,Quinta-feira,São Paulo
449170,Mobile,A,2023-03-29,292.71999999999997,310.272,Eletroportateis,MG,19269,60,10448,até 500,50 a 79,10.000 a 14.999,MAR,Quarta-feira,Minas Gerais
196010,Mobile,B,2023-03-16,89.944,96.03999999999999,Beleza_e_Saude,MG,14464,50,5823,até 500,50 a 79,4.000 a 9.999,MAR,Quinta-feira,Minas Gerais
220035,Mobile,A,2023-01-04,115.624,140.416,Moveis,BA,13546,79,2799,até 500,50 a 79,2.000 a 3.999,JAN,Quarta-feira,Bahia
255960,Mobile,B,2023-02-03,1503.2,1543.1200000000001,Eletrodomesticos,SP,4550,82,11535,1.500 a 2.999,80 ou mais,10.000 a 14.999,FEB,Sexta-feira,São Paulo
280585,Mobile,A,2023-03-01,43.2,48.0,Produtos_de_Limpeza,SP,15790,56,9396,até 500,50 a 79,4.000 a 9.999,MAR,Quarta-feira,São Paulo
301485,Internet,B,2023-01-27,95.99199999999999,105.8,Utilidades_Domesticas,SP,16605,41,13928,até 500,35 a 49,10.000 a 14.999,JAN,Sexta-feira,São Paulo
55640,Internet,B,2023-04-07,159.92000000000002,169.44,Utilidades_Domesticas,RJ,12951,40,6969,até 500,35 a 49,4.000 a 9.999,APR,Sexta-feira,Rio de Janeiro
67305,Mobile,A,2023-01-29,122.32000000000001,128.712,Bebes,RJ,11477,84,8764,até 500,80 ou mais,4.000 a 9.999,JAN,Domingo,Rio de Janeiro
243330,Mobile,B,2023-04-23,30.32,40.64,Games,MG,11444,27,5127,até 500,20 a 34,4.000 a 9.999,APR,Domingo,Minas Gerais
294725,Aplicativo,B,2023-04-26,1279.2,1319.1200000000001,Moveis,SP,3949,45,13918,500 a 1.499,35 a 49,10.000 a 14.999,APR,Quarta-feira,São Paulo
343510,Mobile,A,2023-02-09,227.92,233.192,Pet_Shop,RS,25022,70,2484,até 500,50 a 79,2.000 a 3.999,FEB,Quinta-feira,Rio Grande do Sul
406985,Mobile,B,2023-01-03,53.279999999999994,56.48,Produtos_de_Limpeza,RJ,9409,79,4379,até 500,50 a 79,4.000 a 9.999,JAN,Terça-feira,Rio de Janeiro
414765,Internet,B,2023-02-27,279.2,302.4,Moveis,CE,2883,76,13433,até 500,50 a 79,10.000 a 14.999,FEB,Segunda-feira,Ceará
287180,Mobile,B,2023-03-21,23.919999999999998,33.44,Utilidades_Domesticas,CE,26307,41,10587,até 500,35 a 49,10.000 a 14.999,MAR,Terça-feira,Ceará
289570,Mobile,A,2023-03-22,43.128,47.12,Eletroportateis,SP,20708,61,12060,até 500,50 a 79,10.000 a 14.999,MAR,Quarta-feira,São Paulo
484470,Aplicativo,A,2023-01-02,127.2,131.12,Acessorios_e_Inovacoes,SP,15907,41,3249,até 500,35 a 49,2.000 a 3.999,JAN,Segunda-feira,São Paulo
27685,Mobile,B,2023-03-30,303.91999999999996,321.336,Cine_e_Foto,RS,27290,48,6729,até 500,35 a 49,4.000 a 9.999,MAR,Quinta-feira,Rio Grande do Sul
258245,Internet,B,2023-03-08,158.328,163.84,Beleza_e_Saude,RJ,10255,49,1588,até 500,35 a 49,até 2000,MAR,Quarta-feira,Rio de Janeiro
481440,Internet,A,2023-01-05,167.92000000000002,179.84,Decoracao,CE,18107,39,2561,até 500,35 a 49,2.000 a 3.999,JAN,Quinta-feira,Ceará
479855,Mobile,B,2023-03-25,47.92,55.912,Eletroportateis,RJ,14161,47,9101,até 500,35 a 49,4.000 a 9.999,MAR,Sábado,Rio de Janeiro
116805,Mobile,B,2023-01-14,1439.28,1463.192,Moveis,DF,16619,49,4554,500 a 1.499,35 a 49,4.000 a 9.999,JAN,Sábado,Distrito Federal
294760,Mobile,B,2023-04-25,2639.2,2649.52,TVs_e_Acessorios,ES,24093,19,6492,1.500 a 2.999,até 20,4.000 a 9.999,APR,Terça-feira,Espírito Santo
427715,Aplicativo,A,2023-04-03,131.04000000000002,132.64000000000001,Bebes,MG,2508,58,8785,até 500,50 a 79,4.000 a 9.999,APR,Segunda-feira,Minas Gerais
429755,Internet,A,2023-02-14,1159.2,1167.1200000000001,Eletrodomesticos,SP,12937,81,5979,500 a 1.499,80 ou mais,4.000 a 9.999,FEB,Terça-feira,São Paulo
442065,Mobile,A,2023-02-14,79.92,90.24,Utilidades_Domesticas,RJ,14346,76,9934,até 500,50 a 79,4.000 a 9.999,FEB,Terça-feira,Rio de Janeiro
445210,Mobile,A,2023-03-14,399.91999999999996,411.03999999999996,Utilidades_Domesticas,MG,21859,58,11300,até 500,50 a 79,10.000 a 14.999,MAR,Terça-feira,Minas Gerais
210515,Aplicativo,B,2023-01-12,1503.2,1515.1200000000001,Eletrodomesticos,SP,16174,41,5246,1.500 a 2.999,35 a 49,4.000 a 9.999,JAN,Quinta-feira,São Paulo
219690,Mobile,A,2023-02-18,250.8,252.392,Bebes,SP,20850,37,6082,até 500,35 a 49,4.000 a 9.999,FEB,Sábado,São Paulo
252475,Internet,A,2023-03-13,40.56,50.136,Bebes,RJ,22429,22,9244,até 500,20 a 34,4.000 a 9.999,MAR,Segunda-feira,Rio de Janeiro
262980,Internet,B,2023-01-21,271.91999999999996,277.352,Perfumaria,RJ,22033,57,3834,até 500,50 a 79,2.000 a 3.999,JAN,Sábado,Rio de Janeiro
329730,Internet,A,2023-01-31,223.92,236.64000000000001,Utilidades_Domesticas,MG,22504,50,14375,até 500,50 a 79,10.000 a 14.999,JAN,Terça-feira,Minas Gerais
473920,Internet,A,2023-04-26,63.992,71.98400000000001,Beleza_e_Saude,SP,22448,35,8978,até 500,35 a 49,4.000 a 9.999,APR,Quarta-feira,São Paulo
11555,Internet,A,2023-04-13,151.92000000000002,162.24,Utilidades_Domesticas,SP,20319,56,7098,até 500,50 a 79,4.000 a 9.999,APR,Quinta-feira,São Paulo
164200,Mobile,B,2023-01-15,863.28,879.208,Audio,MG,24900,40,5440,500 a 1.499,35 a 49,4.000 a 9.999,JAN,Domingo,Minas Gerais
164695,Internet,B,2023-01-26,999.2,1007.1200000000001,Eletrodomesticos,SP,11778,67,4075,500 a 1.499,50 a 79,4.000 a 9.999,JAN,Quinta-feira,São Paulo
186325,Aplicativo,B,2023-03-09,1079.2,1103.1280000000002,Moveis,BA,11548,64,13968,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Quinta-feira,Bahia
303950,Mobile,A,2023-02-23,351.91999999999996,356.632,Brinquedos,RJ,17272,52,4166,até 500,50 a 79,4.000 a 9.999,FEB,Quinta-feira,Rio de Janeiro
424555,Mobile,A,2023-04-17,351.91999999999996,359.84000000000003,Eletrodomesticos,SP,19683,64,5437,até 500,50 a 79,4.000 a 9.999,APR,Segunda-feira,São Paulo
202660,Mobile,A,2023-04-01,1589.1200000000001,1612.472,Eletrodomesticos,PR,11091,53,12699,1.500 a 2.999,50 a 79,10.000 a 14.999,APR,Sábado,Paraná
253780,Mobile,A,2023-02-13,135.92000000000002,137.512,Bebes,SP,1203,69,10682,até 500,50 a 79,10.000 a 14.999,FEB,Segunda-feira,São Paulo
358775,Mobile,A,2023-03-22,160.56,162.144,Bebes,SP,15236,66,8980,até 500,50 a 79,4.000 a 9.999,MAR,Quarta-feira,São Paulo
412840,Internet,B,2023-03-02,87.92,90.24,Acessorios_e_Inovacoes,SP,14658,41,14259,até 500,35 a 49,10.000 a 14.999,MAR,Quinta-feira,São Paulo
448460,Mobile,B,2023-04-12,351.2,359.12,Eletrodomesticos,SP,9883,29,9236,até 500,20 a 34,4.000 a 9.999,APR,Quarta-feira,São Paulo
72575,Internet,B,2023-02-06,775.2239999999999,847.144,Moveis,MG,13676,31,4650,500 a 1.499,20 a 34,4.000 a 9.999,FEB,Segunda-feira,Minas Gerais
193275,Internet,B,2023-02-23,599.2,615.12,Eletrodomesticos,SP,14657,45,10801,500 a 1.499,35 a 49,10.000 a 14.999,FEB,Quinta-feira,São Paulo
294305,Aplicativo,B,2023-03-21,311.91999999999996,323.04,Automotivo,GO,14982,22,6956,até 500,20 a 34,4.000 a 9.999,MAR,Terça-feira,Goiás
365120,Internet,A,2023-01-16,2159.2,2176.7200000000003,Games,SP,12497,35,2322,1.500 a 2.999,35 a 49,2.000 a 3.999,JAN,Segunda-feira,São Paulo
477855,Mobile,B,2023-02-27,2318.8,2355.16,Eletrodomesticos,RN,24839,70,5173,1.500 a 2.999,50 a 79,4.000 a 9.999,FEB,Segunda-feira,Rio Grande do Norte
231355,Aplicativo,B,2023-01-25,999.2,1015.1360000000001,Moveis,RJ,21360,67,10287,500 a 1.499,50 a 79,10.000 a 14.999,JAN,Quarta-feira,Rio de Janeiro
246195,Mobile,B,2023-03-26,239.2,247.11999999999998,Acessorios_e_Inovacoes,PE,26424,58,6016,até 500,50 a 79,4.000 a 9.999,MAR,Domingo,Pernambuco
255330,Internet,A,2023-01-24,30.392000000000003,35.904,Beleza_e_Saude,CE,1021,23,4080,até 500,20 a 34,4.000 a 9.999,JAN,Terça-feira,Ceará
116325,Aplicativo,B,2023-04-11,1319.2,1343.1280000000002,Moveis,MG,24242,34,14993,500 a 1.499,20 a 34,10.000 a 14.999,APR,Terça-feira,Minas Gerais
282190,Mobile,A,2023-03-12,279.91999999999996,295.96799999999996,Brinquedos,RJ,4815,65,12487,até 500,50 a 79,10.000 a 14.999,MAR,Domingo,Rio de Janeiro
320010,Mobile,A,2023-01-13,1519.2,1541.008,Telefones_e_Celulares,SP,9168,66,13844,1.500 a 2.999,50 a 79,10.000 a 14.999,JAN,Sexta-feira,São Paulo
326270,Mobile,A,2023-03-16,618.48,638.4,Audio,SP,15744,54,13818,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Quinta-feira,São Paulo
414270,Internet,B,2023-03-30,835.9200000000001,843.912,Eletroportateis,MG,13649,40,9607,500 a 1.499,35 a 49,4.000 a 9.999,MAR,Quinta-feira,Minas Gerais
421230,Mobile,A,2023-04-20,92.47999999999999,94.08,Bebes,RJ,19534,19,3527,até 500,até 20,2.000 a 3.999,APR,Quinta-feira,Rio de Janeiro
449035,Aplicativo,B,2023-01-22,1799.2,1831.1200000000001,Esporte_e_Lazer,AL,17005,80,13415,1.500 a 2.999,80 ou mais,10.000 a 14.999,JAN,Domingo,Alagoas
457320,Internet,A,2023-04-09,359.91999999999996,375.84000000000003,Automotivo,RS,21065,54,2904,até 500,50 a 79,2.000 a 3.999,APR,Domingo,Rio Grande do Sul
209390,Aplicativo,B,2023-04-06,127.92,139.03199999999998,Beleza_e_Saude,PR,16052,43,11118,até 500,35 a 49,10.000 a 14.999,APR,Quinta-feira,Paraná
223450,Mobile,A,2023-02-12,57.528,65.52000000000001,Eletroportateis,SP,5422,79,13124,até 500,50 a 79,10.000 a 14.999,FEB,Domingo,São Paulo
258240,Internet,B,2023-01-20,59.448,63.44,Eletroportateis,RJ,7150,81,10103,até 500,80 ou mais,10.000 a 14.999,JAN,Sexta-feira,Rio de Janeiro
285280,Aplicativo,A,2023-01-05,1503.2,1515.1200000000001,Eletrodomesticos,SP,17931,64,3983,1.500 a 2.999,50 a 79,2.000 a 3.999,JAN,Quinta-feira,São Paulo
22100,Mobile,B,2023-01-24,23.919999999999998,33.44,Utilidades_Domesticas,SP,22581,64,13809,até 500,50 a 79,10.000 a 14.999,JAN,Terça-feira,São Paulo
306500,Mobile,B,2023-04-27,359.2,375.12,Eletrodomesticos,MG,23312,42,5911,até 500,35 a 49,4.000 a 9.999,APR,Quinta-feira,Minas Gerais
350325,Internet,B,2023-02-02,1343.2,1355.1200000000001,Eletrodomesticos,MA,24627,54,9724,500 a 1.499,50 a 79,4.000 a 9.999,FEB,Quinta-feira,Maranhão
377250,Mobile,B,2023-01-21,342.32,359.856,Eletroportateis,PR,20072,76,14753,até 500,50 a 79,10.000 a 14.999,JAN,Sábado,Paraná
217970,Mobile,B,2023-04-07,3079.2,3084.448,Informatica,BA,2411,35,13119,3.000 a 4.999,35 a 49,10.000 a 14.999,APR,Sexta-feira,Bahia
220000,Mobile,A,2023-04-12,79.92,90.24,Utilidades_Domesticas,RJ,22953,30,4916,até 500,20 a 34,4.000 a 9.999,APR,Quarta-feira,Rio de Janeiro
239660,Mobile,A,2023-03-14,255.92,264.64,Automotivo,SP,21376,86,8759,até 500,80 ou mais,4.000 a 9.999,MAR,Terça-feira,São Paulo
286010,Mobile,A,2023-02-13,15.919999999999998,17.512,Bebes,RJ,23018,50,12583,até 500,50 a 79,10.000 a 14.999,FEB,Segunda-feira,Rio de Janeiro
353925,Aplicativo,B,2023-03-11,799.2,871.1360000000001,Moveis,RJ,16148,52,14060,500 a 1.499,50 a 79,10.000 a 14.999,MAR,Sábado,Rio de Janeiro
